"match_id","time","home_fault","card","away_fault"
66980,"35","Lerma J. ","yellow card",""
66980,"50","Campana J. ","yellow card",""
66980,"61","","yellow card"," Gumbau G."
66980,"63","","yellow card"," Amrabat N."
66980,"68","","red card"," Amrabat N."
66980,"69","","yellow card"," Zaldua J."
66980,"77","Nano ","yellow card",""
66989,"71","","yellow card"," Hart J."
66996,"44","Kehrer T. ","yellow card",""
66996,"48","","yellow card"," Lehmann M."
66996,"57","","yellow card"," Jojic M."
66996,"79","","yellow card"," Mere J."
67018,"15","","yellow card"," Baggerman N."
67018,"42","Tsimikas K. ","yellow card",""
67018,"50","Lewis F. ","yellow card",""
67018,"53","","yellow card"," Lammers J."
67018,"76","","yellow card"," Drost H."
67018,"90","","red card"," van Eijma I."
67025,"13","Gouano P. ","yellow card",""
67025,"40","","yellow card"," Lima"
67025,"79","Manzala H. ","yellow card",""
67025,"86","El Hajjam O. ","yellow card",""
67025,"90","","yellow card"," "
67026,"24","","yellow card"," Said W."
67026,"32","Jean-Tahrat M. ","yellow card",""
67026,"45+1","Fulgini A. ","yellow card",""
67026,"54","","yellow card"," Xeka"
67026,"61","","yellow card"," Lang A."
67026,"79","Mangani T. ","yellow card",""
67027,"16","","yellow card"," Sio G."
67027,"28","Pellenard T. ","yellow card",""
67027,"51","","yellow card"," Piriz G."
67027,"56","Malcom ","yellow card",""
67027,"79","","yellow card"," Skhiri E."
67029,"19","Thiago Maia ","yellow card",""
67029,"44","Edgar Ie ","yellow card",""
67029,"54","","yellow card"," Marlon"
67029,"61","","yellow card"," Srarfi B."
67029,"80","","yellow card"," Mendy N."
67029,"90+2","","yellow card"," Koziello V."
67034,"23","Lafont A. ","yellow card",""
67036,"39","","yellow card"," Ben Yedder W."
67036,"51","","yellow card"," Pizarro G."
67036,"57","","yellow card"," Corchia S."
67036,"68","Navas R. ","yellow card",""
67036,"86","","yellow card"," Vazquez F."
67036,"87","","yellow card"," Kjaer S."
67049,"2","Ampadu E. ","yellow card",""
67049,"39","Fabregas C. ","yellow card",""
67049,"63","Zappacosta D. ","yellow card",""
67049,"72","","yellow card"," Surman A."
67049,"76","","yellow card"," Francis S."
67049,"82","","yellow card"," Smith A."
67049,"90+1","","yellow card"," Gosling D."
67060,"13","","yellow card"," Havertz K."
67060,"81","","yellow card"," Volland K."
67060,"89","","yellow card"," Baumgartlinger J."
67061,"58","","yellow card"," Terrazzino M."
67061,"89","Bargfrede P. ","yellow card",""
67061,"90+4","","yellow card"," Ravet Y."
67062,"22","Ribery F. ","yellow card",""
67062,"79","Lewandowski R. ","yellow card",""
67062,"83","Vidal A. ","yellow card",""
67062,"89","","yellow card"," Dahoud M."
67076,"25","","yellow card"," Cassata F."
67076,"61","Kurtic J. ","yellow card",""
67076,"73","","yellow card"," Rogerio"
67076,"89","Kurtic J. ","red card",""
67077,"28","","yellow card"," Niang M."
67077,"57","Gonalons M. ","yellow card",""
67077,"77","","yellow card"," Moretti E."
67078,"18","Bentancur R. ","yellow card",""
67078,"19","Lichtsteiner S. ","yellow card",""
67078,"36","","yellow card"," Gentiletti S."
67078,"44","","yellow card"," Galabinov A."
67078,"72","","yellow card"," Pellegri P."
67085,"33","","yellow card"," Janssen R."
67085,"52","","yellow card"," Leemans C."
67085,"61","","yellow card"," van Crooy V."
67086,"79","Essers C. ","yellow card",""
67086,"87","Dianessy D. ","yellow card",""
67086,"87","","yellow card"," Jahanbakhsh A."
67147,"60","El Ahmadi K. ","yellow card",""
67171,"58","Iwobi A. ","yellow card",""
67173,"52","","yellow card"," Astori D."
67173,"72","Joao Pedro ","yellow card",""
67174,"15","","yellow card"," van Polen B."
67174,"45","","yellow card"," Dekker R."
67174,"82","","yellow card"," Nijland S."
67175,"15","","yellow card"," Nunez U."
67175,"17","","yellow card"," Saborit E."
67175,"34","Amat J. ","red card",""
67175,"78","Joaquin ","yellow card",""
67176,"51","","yellow card"," Niguez S."
67176,"73","","yellow card"," Koke"
67176,"82","Lopez J. ","yellow card",""
67176,"83","","yellow card"," Gabi"
67176,"89","","yellow card"," Vrsaljko S."
67176,"90+3","Lopez P. ","yellow card",""
67232,"35","Sangare N. ","yellow card",""
67232,"38","El Kabir M. ","yellow card",""
67232,"40","","yellow card"," Karaca E."
67232,"45","Kadah D. ","yellow card",""
67232,"72","","yellow card"," Love V."
67232,"85","Gural E. ","yellow card",""
67232,"90","Kurtulus Y. ","yellow card",""
67251,"10","Calvert-Lewin D. ","yellow card",""
67251,"21","Martina C. ","yellow card",""
67251,"57","Keane M. ","yellow card",""
67258,"4","","yellow card"," Alli D."
67258,"57","","yellow card"," Sissoko M."
67258,"88","Defour S. ","yellow card",""
67259,"34","","yellow card"," Lindelof V."
67259,"47","","yellow card"," Matic N."
67259,"54","Albrighton M. ","yellow card",""
67259,"69","Amartey D. ","yellow card",""
67259,"73","Amartey D. ","red card",""
67259,"81","Mahrez R. ","yellow card",""
67262,"18","","yellow card"," Strinic I."
67262,"21","Mertens D. ","yellow card",""
67262,"26","Hysaj E. ","yellow card",""
67262,"52","Rui M. ","yellow card",""
67262,"57","","yellow card"," Viviano E."
67262,"62","","yellow card"," Torreira L."
67265,"24","","yellow card"," Bessa D."
67265,"48","","yellow card"," Ferrari A."
67266,"31","Cutrone P. ","yellow card",""
67266,"40","Kessie F. ","yellow card",""
67267,"23","","yellow card"," De Rossi D."
67267,"52","Cuadrado J. ","yellow card",""
67267,"82","Alex Sandro ","yellow card",""
67267,"87","","yellow card"," Pellegrini Lo."
67267,"90+3","","yellow card"," Kolarov A."
67269,"44","van Rhijn R. ","yellow card",""
67269,"56","","yellow card"," Thorsby M."
67269,"60","","yellow card"," Kobayashi Y."
67269,"68","","red card"," Thorsby M."
67270,"17","","yellow card"," Miazga M."
67270,"43","","yellow card"," Lelieveld J."
67270,"56","","yellow card"," Faye L."
67270,"80","","yellow card"," Bruns T."
67272,"18","","yellow card"," Vermaelen T."
67272,"59","Ramos S. ","yellow card",""
67272,"63","Carvajal D. ","red card",""
67272,"83","Marcelo ","yellow card",""
67272,"88","","yellow card"," Busquets S."
67273,"15","Kondogbia G. ","yellow card",""
67273,"27","","yellow card"," Fornals P."
67273,"39","","yellow card"," Alvaro"
67273,"45","Parejo D. ","yellow card",""
67273,"54","","yellow card"," Trigueros M."
67289,"54","","yellow card"," Cooper J."
67290,"4","","yellow card"," Yiadom A."
67290,"14","","yellow card"," Gardner G."
67290,"28","Ojo S. ","yellow card",""
67291,"82","","yellow card"," Dawson M."
67293,"36","","yellow card"," Bryan J."
67293,"56","","yellow card"," Leko J."
67293,"76","","yellow card"," Flint A."
67295,"33","Palmer L. ","yellow card",""
67295,"57","van Aken J. ","yellow card",""
67298,"57","","yellow card"," Basham C."
67298,"68","","yellow card"," Donaldson C."
67298,"71","","yellow card"," O'Connell J."
67428,"86","Yandas M. ","yellow card",""
67429,"37","Bourabia M. ","yellow card",""
67429,"54","Oztorun F. ","yellow card",""
67429,"75","Bora V. ","yellow card",""
67429,"82","Manyama L. ","yellow card",""
67430,"44","","yellow card"," Ovacikli O."
67430,"52","Ozkaya O. ","yellow card",""
67430,"56","Erdem Ugurlu M. ","yellow card",""
67430,"73","","yellow card"," Niyaz R."
67433,"14","Tokoz D. ","yellow card",""
67433,"29","","yellow card"," Akbay O."
67433,"48","Akaminko J. ","yellow card",""
67433,"50","Gucer H. ","yellow card",""
67433,"50","","yellow card"," Altindag T."
67433,"60","","yellow card"," Kose B."
67433,"71","Senturk S. ","yellow card",""
67433,"89","Senturk S. ","red card",""
67433,"90+1","","yellow card"," Egribayat I."
67433,"90+4","Kanak K. ","yellow card",""
67453,"42","","yellow card"," Sanusi R."
67454,"48","","yellow card"," Crowley D."
67454,"70","","yellow card"," Sol F."
67454,"76","Schone L. ","yellow card",""
67455,"38","","yellow card"," Pelupessy J."
67455,"45+2","van Bruggen D. ","yellow card",""
67455,"45+2","Roseler N. ","yellow card",""
67455,"48","","yellow card"," Vermeij V."
67455,"72","","yellow card"," Propper R."
67455,"74","","yellow card"," Droste W."
67483,"60","Cinaz S. ","yellow card",""
67483,"64","","yellow card"," Chebake I."
67483,"76","","yellow card"," Mina Meza A. R."
67483,"81","","yellow card"," Kara A."
67483,"83","Espinoza G. ","yellow card",""
67483,"83","","yellow card"," Boutaib K."
67484,"21","Mensah B. ","yellow card",""
67484,"38","Ben Yousseff S. ","yellow card",""
67484,"45+1","Eduok E. ","yellow card",""
67484,"86","","yellow card"," Kahveci I."
67485,"8","Muslera F. ","yellow card",""
67485,"34","Maicon ","yellow card",""
67485,"44","Fernando ","yellow card",""
67485,"57","","yellow card"," Rotman R."
67485,"59","Gunter K. ","yellow card",""
67485,"72","","yellow card"," Castro A."
67486,"35","Trtovac J. ","yellow card",""
67486,"35","","yellow card","Avci K."
67486,"45","Antalyali T. ","yellow card",""
67486,"54","Gor L. ","yellow card",""
67486,"58","Scuk J. ","yellow card",""
67486,"69","Eser B. ","yellow card",""
67486,"90+2","","yellow card"," Aktas M."
67486,"90+3","","yellow card"," "
67498,"27","","yellow card"," Yumlu M."
67498,"58","","yellow card"," Bayram O."
67498,"60","Karaer A. ","yellow card",""
67498,"63","","red card"," Bayram O."
67507,"21","","yellow card"," Hojbjerg P."
67507,"58","","yellow card"," Long S."
67510,"59","Schindler C. ","yellow card",""
67510,"60","","yellow card"," Sobhi R."
67510,"69","","yellow card"," Cameron G."
67510,"72","","yellow card"," Zouma K."
67510,"76","","yellow card"," Diouf M."
67510,"85","Zanka ","yellow card",""
67511,"2","Rojo M. ","yellow card",""
67511,"4","","yellow card"," Barnes A."
67511,"34","","yellow card"," Taylor C."
67511,"52","Shaw L. ","yellow card",""
67511,"59","Mkhitaryan H. ","yellow card",""
67511,"65","","yellow card"," Gudmundsson J."
67511,"69","","yellow card"," Bardsley P."
67511,"71","","yellow card"," Pope N."
67512,"4","","yellow card"," Maguire H."
67512,"8","Watson B. ","yellow card",""
67512,"13","Kabasele C. ","yellow card",""
67512,"30","","yellow card"," Dragovic A."
67512,"82","","yellow card"," King A."
67528,"9","","yellow card"," Woods C."
67528,"12","","yellow card"," Huntington P."
67528,"77","","yellow card"," Harrop J."
67530,"30","","yellow card"," Aluko S."
67530,"31","Baker N. ","yellow card",""
67530,"38","Pack M. ","yellow card",""
67530,"72","","yellow card"," Bacuna L."
67530,"82","Woodrow C. ","yellow card",""
67532,"34","","yellow card"," Ayite F."
67532,"43","","yellow card"," Fredericks R."
67532,"82","","yellow card"," Odoi D."
67533,"11","","yellow card"," Johnson B."
67533,"28","Hector M. ","yellow card",""
67533,"35","Larsson S. ","yellow card",""
67533,"73","","yellow card"," Ledley J."
67533,"90","","yellow card"," Huddlestone T."
67536,"88","Brereton B. ","yellow card",""
67536,"90+5","Mancienne M. ","yellow card",""
67599,"35","","yellow card"," Gaspar B."
67599,"79","Strakosha T. ","yellow card",""
67599,"83","","yellow card"," Veretout J."
67620,"75","Gayle D. ","yellow card",""
67645,"33","Espinoza G. ","yellow card",""
67645,"41","","yellow card"," Angelo D."
67645,"49","","yellow card"," Nizam M."
67645,"56","","yellow card"," Kurtulus Y."
67645,"58","Turuc D. ","yellow card",""
67645,"59","","yellow card"," Kaplan F."
67645,"66","Sapunaru C. ","yellow card",""
67645,"69","","yellow card"," Maicon"
67645,"87","","yellow card"," Yildirim Z."
67646,"42","","yellow card"," Kucka J."
67646,"45","Fofana M. ","yellow card",""
67646,"45","","yellow card"," Yokuslu O."
67646,"57","Camdali A. ","yellow card",""
67646,"62","Turan A. ","yellow card",""
67646,"86","Sahiner O. ","yellow card",""
67646,"86","","yellow card"," Demirok U."
67649,"29","","yellow card"," Chambers C."
67649,"45+2","Zaha W. ","yellow card",""
67682,"26","","yellow card"," Yumlu M."
67682,"35","Diarra M. ","yellow card",""
67682,"64","","yellow card"," Aydogdu S."
67682,"78","","yellow card"," Hora I."
67682,"90+3","Taskiran E. ","yellow card",""
67694,"22","Peltier L. ","yellow card",""
67694,"27","","yellow card"," Barkhuizen T."
67694,"36","","yellow card"," Browne A."
67694,"48","","yellow card"," Pearson B."
67694,"90+3","","yellow card"," Hugill J."
67694,"90+3","Paterson C. ","yellow card",""
67695,"51","","yellow card"," Wszolek P."
67695,"90","Cooper J. ","yellow card",""
67697,"15","","yellow card"," Marshall M."
67697,"45+1","","yellow card"," Kashi A."
67697,"67","","yellow card"," Magennis J."
67697,"88","Evans L. ","yellow card",""
67697,"90+2","Byrne N. ","yellow card",""
67697,"90+3","","yellow card"," Sarr M."
67750,"8","Milner J. ","yellow card",""
67750,"53","","yellow card"," Maguire H."
67750,"53","Can E. ","yellow card",""
67750,"63","","yellow card"," Ndidi W."
67750,"90+1","Robertson A. ","yellow card",""
67751,"61","Yedlin D. ","yellow card",""
67751,"73","","yellow card"," Knockaert A."
67751,"74","Merino M. ","yellow card",""
67751,"90+1","","yellow card"," Dunk L."
67753,"26","","yellow card"," Hojbjerg P."
67753,"44","","yellow card"," Hoedt W."
67753,"58","","yellow card"," Boufal S."
67753,"60","Lingard J. ","yellow card",""
67753,"72","Matic N. ","yellow card",""
67753,"80","","yellow card"," Ward-Prowse J."
67754,"39","","yellow card"," Romagnoli A."
67754,"82","Veretout J. ","yellow card",""
67755,"58","Dzeko E. ","yellow card",""
67755,"90+2","","yellow card"," Magnanelli F."
67755,"90+3","","yellow card"," Mazzitelli L."
67756,"21","","yellow card"," Cigarini L."
67756,"45","","yellow card"," Andreolli M."
67756,"57","","yellow card"," Miangue S."
67756,"90+2","","yellow card"," Ceppitelli L."
67756,"90+4","","red card"," Miangue S."
67758,"53","","yellow card"," Larsen J."
67758,"57","","yellow card"," Behrami V."
67758,"67","Mirante A. ","yellow card",""
67758,"76","","yellow card"," Danilo"
67758,"78","Masina A. ","yellow card",""
67759,"13","","yellow card"," Viviani F."
67759,"15","Barreto E. ","yellow card",""
67759,"39","Ramirez G. ","yellow card",""
67759,"65","Sala J. ","yellow card",""
67759,"72","","yellow card"," Vicari F."
67759,"77","","yellow card"," Schiattarella P."
67759,"84","","yellow card"," Mora L."
67760,"38","","yellow card"," Rosi A."
67760,"47","Valdifiori M. ","yellow card",""
67760,"67","","yellow card"," Rigoni L."
67760,"90+2","","yellow card"," Spolli N."
67761,"67","Santon D. ","yellow card",""
67761,"72","Vecino M. ","yellow card",""
67761,"78","","yellow card"," Radu S."
67762,"41","Caceres M. ","yellow card",""
67762,"85","Romulo ","yellow card",""
67770,"85","","yellow card"," Aluko S."
67771,"50","","yellow card"," Cooper L."
67771,"57","","yellow card"," Roofe K."
67771,"65","Grounds J. ","yellow card",""
67772,"39","","yellow card"," Wallace R."
67772,"39","Sawyers R. ","yellow card",""
67772,"44","","yellow card"," Hutchinson S."
67772,"49","","yellow card"," Pudil D."
67774,"76","","yellow card"," McDonald K."
67883,"16","Dann S. ","yellow card",""
67883,"45+6","","yellow card"," Sane L."
67883,"48","van Aanholt P. ","yellow card",""
67883,"67","Cabaye Y. ","yellow card",""
67883,"79","","yellow card"," Aguero S."
67883,"90","","yellow card"," Toure Y."
67883,"90+1","Milivojevic L.","yellow card",""
67883,"90+1","","yellow card"," Fernandinho"
67883,"90+4","Puncheon J. ","yellow card",""
67883,"90+4","Kelly M. ","yellow card",""
67895,"81","Propper D. ","yellow card",""
67895,"88","","yellow card"," Francis S."
67895,"90","Murray G. ","yellow card",""
67899,"43","Rooney W. ","yellow card",""
67899,"83","Holgate M. ","yellow card",""
67905,"45","Jansson P. ","yellow card",""
67905,"69","","yellow card"," Lichaj E."
67907,"56","","yellow card"," Christie C."
67907,"63","Johnson D. ","yellow card",""
67907,"67","Harrop J. ","yellow card",""
67907,"72","","yellow card"," Friend G."
67907,"89","","yellow card"," Gestede R."
67907,"90+2","","yellow card"," Randolph D."
67908,"18","","yellow card"," Connolly M."
67908,"50","","yellow card"," Peltier L."
67908,"70","Smyth P. ","yellow card",""
67908,"90+3","Freeman L. ","yellow card",""
67634,"19","","yellow card"," Freuler R."
67634,"21","Koulibaly K. ","yellow card",""
67634,"27","Rog M. ","yellow card",""
67634,"41","","yellow card"," Caldara M."
67634,"44","","yellow card"," Toloi R."
67984,"57","","yellow card"," Fosu-Mensah T."
67987,"24","Silva D. ","yellow card",""
67987,"83","","yellow card"," Pereyra R."
67996,"85","Kermorgant Y. ","yellow card",""
67635,"70","","yellow card"," Burdisso N."
67635,"89","Rugani D. ","yellow card",""
68013,"31","Wilshere J. ","yellow card",""
68013,"43","","yellow card"," Fabregas C."
68013,"53","Holding R. ","yellow card",""
68013,"67","Ozil M. ","yellow card",""
68013,"89","","yellow card"," Courtois T."
68031,"87","","yellow card"," Carroll A."
68031,"90","","yellow card"," Noble M."
68049,"26","Fontas A. ","yellow card",""
68049,"64","","yellow card"," Gomes A."
68050,"32","Perez R. ","yellow card",""
68050,"67","","yellow card"," Alvaro"
68050,"90","Siovas D. ","yellow card",""
68051,"29","","yellow card"," Cabaco E."
68051,"53","Piatti P. ","yellow card",""
68051,"54","","yellow card"," Bardhi E."
68051,"70","","yellow card"," Lerma J."
68051,"85","Darder S. ","yellow card",""
68062,"11","","yellow card"," Valero B."
68062,"28","","yellow card"," Ranocchia A."
68062,"55","Veretout J. ","yellow card",""
68062,"87","Astori D. ","yellow card",""
68062,"89","","yellow card"," Icardi M."
68080,"7","","yellow card"," Rooney W."
68080,"60","","yellow card"," McCarthy J."
68080,"89","Solanke D. ","yellow card",""
68120,"20","Burdisso N. ","yellow card",""
68120,"43","","yellow card"," Gonzalez G."
68123,"29","Rigoni L. ","yellow card",""
68123,"68","","yellow card"," Missiroli S."
68123,"70","Zukanovic E. ","yellow card",""
68123,"77","Galabinov A. ","yellow card",""
68124,"34","","yellow card"," Bessa D."
68124,"47","","yellow card"," Romulo"
68124,"67","","yellow card"," Caceres M."
68125,"40","Mattiello F. ","yellow card",""
68125,"53","","yellow card"," Radu S."
68125,"54","","yellow card"," Milinkovic-Savic S."
68126,"28","","yellow card"," De Roon M."
68126,"30","","yellow card"," Caldara M."
68126,"45","","red card"," De Roon M."
68126,"90+3","Fazio F. ","yellow card",""
68127,"42","","yellow card"," Matuidi B."
68127,"51","","yellow card"," Bernardeschi F."
68127,"76","Pavoletti L. ","yellow card",""
68128,"14","Vrsaljko S. ","yellow card",""
68128,"24","Lucas ","yellow card",""
68128,"29","","yellow card"," Portillo F."
68128,"30","Gabi ","yellow card",""
68128,"44","Griezmann A. ","yellow card",""
68128,"45","","yellow card"," Cala"
68128,"45","Savic S. ","yellow card",""
68128,"62","Costa D. ","yellow card",""
68128,"68","Costa D. ","red card",""
68128,"74","","yellow card"," Dakonam D."
68131,"25","Banega E. ","yellow card",""
68131,"33","","yellow card"," Guerrero F."
68131,"66","","yellow card"," Feddal Z."
68131,"69","","yellow card"," Mandi A."
68131,"73","Escudero S. ","yellow card",""
68197,"30","Williams D. ","yellow card",""
68197,"44","Tomlinson W. ","yellow card",""
68208,"49","Danilo ","yellow card",""
68208,"57","","yellow card"," Westwood A."
68209,"39","","yellow card"," Cavare D."
68209,"52","","red card"," Williams J."
68217,"41","","yellow card"," Luiz D."
68217,"62","","yellow card"," Cahill G."
68217,"76","Hanley G. ","yellow card",""
68217,"86","Tettey A. ","yellow card",""
68231,"65","","yellow card"," Tameze A."
68312,"35","Merida F. ","yellow card",""
68312,"40","Oier ","yellow card",""
68312,"40","","yellow card"," Borja"
68312,"43","","yellow card"," Mata J."
68312,"58","","yellow card"," Villa T."
68312,"73","Rodriguez D. ","yellow card",""
68312,"85","Torro L. ","yellow card",""
68312,"90+3","Xisco ","yellow card",""
68351,"34","","yellow card"," Willian Jose"
68352,"8","","yellow card"," Lerma J."
68352,"31","","yellow card"," Postigo S."
68352,"70","","yellow card"," Boateng E."
68352,"84","","yellow card"," Rober"
68353,"12","","yellow card"," Alfonso"
68353,"24","","yellow card"," Aguirregabiria M."
68353,"53","Susaeta M. ","yellow card",""
68353,"62","","yellow card"," Alexis"
68353,"64","","yellow card"," El Haddadi M."
68353,"79","Etxeita X. ","yellow card",""
68355,"44","","yellow card"," Casemiro"
68355,"67","Mallo H. ","yellow card",""
68355,"71","","yellow card"," Navas K."
68355,"72","Aspas I.","yellow card",""
68355,"88","Aspas I. ","yellow card",""
68390,"12","","red card"," Boscagli O."
68390,"17","","yellow card"," Savanier T."
68390,"45","Hernani ","yellow card",""
68390,"61","Selnaes O. ","yellow card",""
68390,"71","Theophile-Catherine K. ","yellow card",""
68528,"89","","yellow card"," Riedewald J."
68568,"12","Burner P. ","yellow card",""
68568,"45","","yellow card"," Diakhaby A."
68568,"80","","yellow card"," Rony Lopes"
68621,"51","","yellow card"," Xhaka G."
68621,"79","Kante N. ","yellow card",""
68621,"87","","yellow card"," Elneny M."
68623,"69","Bensebaini R. ","yellow card",""
68623,"82","","yellow card"," Sylla I."
68623,"85","","yellow card"," Diop I."
68623,"88","","yellow card"," Jean C."
68623,"90","Diallo A. ","yellow card",""
68624,"34","Gurtner R. ","red card",""
68624,"47","","yellow card"," Draxler J."
68624,"81","","yellow card"," Nkunku C."
68624,"82","Adenon K. ","yellow card",""
68625,"20","Coulibaly L. ","yellow card",""
68625,"72","","yellow card"," Hilton H."
68625,"87","Mangani T. ","yellow card",""
68625,"90+5","","yellow card"," Mbenza I."
68643,"36","Rukavina A. ","yellow card",""
68643,"44","","yellow card"," Siovas D."
68643,"53","","yellow card"," Gumbau G."
68643,"64","","yellow card"," Champagne N."
68643,"64","Fornals P. ","yellow card",""
68643,"90+4","","yellow card"," Perez R."
68746,"21","","yellow card"," Hermoso M."
68746,"42","Lukic S. ","yellow card",""
68746,"61","Boateng E. ","yellow card",""
68765,"10","Volland K. ","yellow card",""
68765,"15","Bellarabi K. ","yellow card",""
68765,"27","","yellow card"," Muller T."
68765,"42","","yellow card"," Rafinha"
68875,"18","","yellow card"," James M."
68875,"56","Kante N. ","yellow card",""
68875,"61","","yellow card"," Okazaki S."
68875,"63","","yellow card"," Chilwell B."
68875,"68","","red card"," Chilwell B."
68876,"42","","yellow card"," Defour S."
68876,"83","","yellow card"," Bardsley P."
68876,"85","","yellow card"," Taylor C."
68879,"31","","yellow card"," Hojbjerg P."
68881,"45","","yellow card"," Jagielka P."
68881,"75","","yellow card"," Rooney W."
68882,"35","Andre B. ","yellow card",""
68882,"63","","yellow card"," Luiz Gustavo"
68882,"65","","yellow card"," Sanson M."
68884,"27","","yellow card"," Diagne F."
68884,"38","Jeannot B. ","yellow card",""
68884,"65","Balmont F. ","yellow card",""
68884,"78","","yellow card"," Selimovic V."
68884,"90+3","Djilobodji P. ","red card",""
68885,"30","Skhiri E. ","yellow card",""
68885,"61","","yellow card"," Jorge"
68885,"72","Mendes P. ","yellow card",""
68885,"85","Aguilar R. ","yellow card",""
68885,"90","Hilton H. ","yellow card",""
68885,"90+3","Dolly K. ","yellow card",""
68886,"37","Burner P. ","yellow card",""
68892,"23","","yellow card"," Geiger D."
68892,"50","","yellow card"," Uth M."
68892,"88","Kruse M. ","yellow card",""
68893,"36","Sabitzer M. ","yellow card",""
68893,"37","Augustin J.","yellow card",""
68893,"53","","yellow card"," Nastasic M."
68893,"54","Keita N. ","yellow card",""
68893,"87","","yellow card"," Caligiuri D."
68895,"44","","yellow card"," Bacca C."
68895,"58","Carvajal D. ","yellow card",""
68896,"10","Alejo I. ","yellow card",""
68896,"33","Ramis I. ","yellow card",""
68896,"73","","yellow card"," Godin D."
68940,"33","","yellow card"," Davies C."
68940,"73","","yellow card"," Russell J."
68946,"13","","yellow card"," Johansen S."
68946,"37","Friend G. ","yellow card",""
68946,"55","Howson J. ","yellow card",""
68946,"57","","yellow card"," Fredericks R."
68947,"58","","yellow card"," Pearson B."
68947,"70","Gregory L. ","yellow card",""
68947,"76","","yellow card"," Hugill J."
69166,"21","Gosling D. ","yellow card",""
69166,"31","Francis S. ","yellow card",""
69166,"56","","yellow card"," Xhaka G."
69166,"71","","yellow card"," Wilshere J."
69167,"60","Firmino R. ","yellow card",""
69167,"65","","yellow card"," Otamendi N."
69167,"69","","yellow card"," Sterling R."
69167,"72","","yellow card"," Fernandinho"
69167,"90+4","Milner J. ","yellow card",""
69168,"38","","yellow card"," Gradel M."
69168,"45","","yellow card"," Delort A."
69168,"80","Dabo B. ","yellow card",""
69168,"90+2","","yellow card"," Adou K."
69169,"22","Tousart L. ","yellow card",""
69169,"37","","yellow card"," Tait F."
69169,"39","","yellow card"," Bamba A."
69169,"45+2","","yellow card"," Fulgini A."
69169,"53","Rafael ","yellow card",""
69169,"84","","red card"," Tait F."
69170,"15","","yellow card"," Verratti M."
69170,"29","Diego ","yellow card",""
69170,"41","Pallois N. ","yellow card",""
69170,"60","","yellow card"," Alves D."
69170,"90+1","Diego ","red card",""
69171,"40","","yellow card"," Kramer Ch."
69171,"50","Klunter L. ","yellow card",""
69171,"63","","yellow card"," Zakaria D."
69171,"68","Terodde S. ","yellow card",""
69171,"72","","yellow card"," Ginter M."
69173,"21","Morales J. ","yellow card",""
69173,"78","","yellow card"," Hernandez P."
69173,"80","Doukoure C. ","yellow card",""
69173,"87","Luna A. ","yellow card",""
69173,"87","","yellow card"," Gomez M."
69173,"88","Coke ","yellow card",""
69173,"90+4","","yellow card"," Blanco R."
69174,"24","Duarte R. ","yellow card",""
69174,"55","Pina T. ","yellow card",""
69174,"65","","yellow card"," Lenglet C."
69174,"72","","yellow card"," Kjaer S."
69174,"83","Duarte R. ","red card",""
69174,"90+3","Garcia M. ","yellow card",""
69174,"90+4","Ely R. ","yellow card",""
69175,"60","Hermoso M. ","yellow card",""
69175,"68","","yellow card"," Iturraspe A."
69175,"76","","yellow card"," Saborit E."
69175,"78","Caricol A. ","yellow card",""
69175,"80","","yellow card"," Garcia R."
69175,"88","","yellow card"," Sabin"
69176,"60","","yellow card"," Roberto S."
69176,"63","Illarramendi A. ","yellow card",""
69176,"84","Oyarzabal M. ","yellow card",""
69176,"90+2","","yellow card"," Pique G."
69382,"54","Boudebouz R. ","yellow card",""
69382,"82","","yellow card"," Eraso J."
69382,"83","","yellow card"," Pichu Cuellar"
69382,"89","","yellow card"," Gumbau G."
69382,"90+2","Durmisi R. ","yellow card",""
69436,"30","","yellow card"," Goncalves A."
69436,"39","Rami A. ","yellow card",""
69436,"61","","yellow card"," Aholou J."
69436,"78","Zambo Andre-Frank ","yellow card",""
69436,"83","","yellow card"," Martin J."
69437,"18","Glik K. ","yellow card",""
69437,"34","","yellow card"," Plea A."
69437,"34","","yellow card"," Cyprien W."
69437,"54","Keita B. ","yellow card",""
69437,"57","","yellow card"," Le Marchand M."
69437,"61","","yellow card"," Balotelli M."
69437,"63","Moutinho J. ","yellow card",""
69437,"75","Diakhaby A. ","yellow card",""
69480,"21","","yellow card"," Sahiner O."
69480,"64","","yellow card"," Camdali A."
69480,"65","Corekci K. ","yellow card",""
69480,"66","","yellow card"," Skubic N."
69480,"69","","yellow card"," Bourabia M."
69514,"49","Konate M. ","yellow card",""
69514,"52","","yellow card"," Lasne P."
69514,"90+1","Bodmer M. ","yellow card",""
69517,"90+4","Alonso J. ","yellow card",""
69518,"12","","yellow card"," Moulin J."
69518,"37","","yellow card"," Dabo B."
69518,"37","Cohade R. ","yellow card",""
69518,"84","","yellow card"," Hernani"
69518,"85","","red card"," Hernani"
69519,"5","Diop I. ","yellow card",""
69519,"14","","yellow card"," Krhin R."
69519,"38","","yellow card"," Toure A."
69519,"54","","yellow card"," Diego"
69519,"60","Sylla I. ","yellow card",""
69519,"90","","yellow card"," Girotto A."
69520,"63","","yellow card"," Massouema E."
69589,"18","","yellow card"," Gultekin Y."
69589,"21","Bayram O. ","yellow card",""
69589,"41","Ceviker A. ","yellow card",""
69589,"43","","yellow card"," Santos A."
69589,"52","","yellow card"," Alhas G."
69589,"67","Ataseven E. ","yellow card",""
